,Unnamed: 0,pipeline,rank,f1,recall,precision,confusion_matrix,status,elapsed,split,dataset,signal,fp,fn,tp
47,47,prophet,48,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,11.168097999999999,False,YAHOOA2,synthetic_100,0,0,2
48,48,prophet,49,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,10.710712,False,YAHOOA2,synthetic_79,0,0,2
49,49,prophet,50,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,12.160911,False,YAHOOA2,synthetic_49,0,0,2
50,50,prophet,51,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,13.942001000000001,False,YAHOOA2,synthetic_94,0,0,2
51,51,prophet,52,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.062415,False,YAHOOA2,synthetic_15,0,0,1
52,52,prophet,53,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,9.770764,False,YAHOOA2,synthetic_69,0,0,1
53,53,prophet,54,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,13.230467,False,YAHOOA2,synthetic_48,0,0,1
54,54,prophet,55,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,16.037449,False,YAHOOA2,synthetic_39,0,0,1
55,55,prophet,56,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,10.718447,False,YAHOOA2,synthetic_72,0,0,1
56,56,prophet,57,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,12.188008,False,YAHOOA2,synthetic_99,0,0,1
57,57,prophet,58,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,12.739578999999999,False,YAHOOA2,synthetic_30,0,0,1
58,58,prophet,59,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.50997,False,YAHOOA2,synthetic_21,0,0,1
59,59,prophet,60,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,13.06559,False,YAHOOA2,synthetic_51,0,0,1
60,60,prophet,61,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.482251,False,YAHOOA2,synthetic_78,0,0,1
61,61,prophet,62,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.385388,False,YAHOOA2,synthetic_42,0,0,1
62,62,prophet,63,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.670338000000001,False,YAHOOA2,synthetic_9,0,0,1
63,63,prophet,64,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.773866,False,YAHOOA2,synthetic_81,0,0,1
64,64,prophet,65,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,14.231029999999999,False,YAHOOA2,synthetic_90,0,0,1
65,65,prophet,66,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,11.833735,False,YAHOOA2,synthetic_84,0,0,1
66,66,prophet,67,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,12.587791000000001,False,YAHOOA2,synthetic_27,0,0,1
67,67,prophet,68,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,10.845031,False,YAHOOA2,synthetic_93,0,0,1
68,68,prophet,69,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,12.792026,False,YAHOOA2,synthetic_63,0,0,1
69,69,prophet,70,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,10.165264,False,YAHOOA2,synthetic_57,0,0,1
70,70,prophet,71,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,13.530285999999998,False,YAHOOA2,synthetic_85,0,1,1
71,71,prophet,72,0.6666666665777777,0.499999999975,0.9999999999,"(0, 1, 1)",0,11.106200999999999,False,YAHOOA2,synthetic_22,0,1,1
72,72,prophet,73,0.0,0.0,0.0,"(0, 1, 0)",0,11.689344,False,YAHOOA2,synthetic_18,0,1,0
73,73,prophet,74,0.0,0.0,0.0,"(1, 1, 0)",0,10.768112,False,YAHOOA2,synthetic_45,1,1,0
74,74,prophet,75,0.0,0.0,0.0,"(2, 1, 0)",0,13.369396,False,YAHOOA2,synthetic_87,2,1,0
75,75,prophet,76,0.0,0.0,0.0,"(0, 3, 0)",0,10.694399,False,YAHOOA2,synthetic_68,0,3,0
76,76,prophet,77,0.0,0.0,0.0,"(0, 1, 0)",0,10.285554,False,YAHOOA2,synthetic_54,0,1,0
77,77,prophet,78,0.0,0.0,0.0,"(0, 2, 0)",0,11.979899000000001,False,YAHOOA2,synthetic_40,0,2,0
78,78,prophet,79,0.0,0.0,0.0,"(0, 2, 0)",0,8.656423,False,YAHOOA2,synthetic_82,0,2,0
79,79,prophet,80,0.0,0.0,0.0,"(0, 1, 0)",0,9.609551,False,YAHOOA2,synthetic_96,0,1,0
80,80,prophet,81,0.0,0.0,0.0,"(0, 1, 0)",0,12.057181,False,YAHOOA2,synthetic_60,0,1,0
81,81,prophet,82,0.0,0.0,0.0,"(0, 2, 0)",0,13.727389000000002,False,YAHOOA2,synthetic_61,0,2,0
82,82,prophet,83,0.0,0.0,0.0,"(2, 1, 0)",0,12.721883,False,YAHOOA2,synthetic_75,2,1,0
83,83,prophet,84,0.0,0.0,0.0,"(0, 3, 0)",0,9.054247,False,YAHOOA2,synthetic_80,0,3,0
84,84,prophet,85,0.0,0.0,0.0,"(0, 2, 0)",0,10.522561999999999,False,YAHOOA2,synthetic_19,0,2,0
85,85,prophet,86,0.0,0.0,0.0,"(0, 3, 0)",0,11.634035,False,YAHOOA2,synthetic_2,0,3,0
86,86,prophet,87,0.0,0.0,0.0,"(0, 2, 0)",0,11.479292,False,YAHOOA2,synthetic_16,0,2,0
87,87,prophet,88,0.0,0.0,0.0,"(0, 3, 0)",0,13.306555,False,YAHOOA2,synthetic_32,0,3,0
88,88,prophet,89,0.0,0.0,0.0,"(0, 1, 0)",0,13.296857000000001,False,YAHOOA2,synthetic_33,0,1,0
89,89,prophet,90,0.0,0.0,0.0,"(0, 1, 0)",0,10.35401,False,YAHOOA2,synthetic_36,0,1,0
90,90,prophet,91,0.0,0.0,0.0,"(0, 2, 0)",0,10.971578,False,YAHOOA2,synthetic_10,0,2,0
91,91,prophet,92,0.0,0.0,0.0,"(2, 1, 0)",0,10.605089,False,YAHOOA2,synthetic_66,2,1,0
92,92,prophet,93,0.0,0.0,0.0,"(0, 3, 0)",0,10.565987,False,YAHOOA2,synthetic_38,0,3,0
93,93,prophet,94,0.0,0.0,0.0,"(0, 3, 0)",0,10.421412,False,YAHOOA2,synthetic_11,0,3,0
94,94,prophet,95,0.0,0.0,0.0,"(1, 1, 0)",0,8.821531,False,YAHOOA2,synthetic_6,1,1,0
95,95,prophet,96,0.0,0.0,0.0,"(0, 2, 0)",0,8.750589,False,YAHOOA2,synthetic_4,0,2,0
96,96,prophet,97,0.0,0.0,0.0,"(2, 1, 0)",0,8.815066999999999,False,YAHOOA2,synthetic_3,2,1,0
97,97,prophet,98,0.0,0.0,0.0,"(2, 1, 0)",0,11.910784,False,YAHOOA2,synthetic_12,2,1,0
98,98,prophet,99,0.0,0.0,0.0,"(0, 3, 0)",0,10.827351,False,YAHOOA2,synthetic_5,0,3,0
99,99,prophet,100,0.0,0.0,0.0,"(2, 1, 0)",0,11.524707000000001,False,YAHOOA2,synthetic_24,2,1,0
0,0,prophet,1,0.7499999999343749,0.9999999999666668,0.599999999988,"(2, 0, 3)",0,1164.171582,False,realAdExchange,exchange-3_cpc_results,2,0,3
1,1,prophet,2,0.5454545453983471,0.74999999998125,0.4285714285653061,"(4, 1, 3)",0,861.081983,False,realAdExchange,exchange-4_cpm_results,4,1,3
2,2,prophet,3,0.249999999971875,0.9999999999,0.14285714285510204,"(6, 0, 1)",0,1146.14793,False,realAdExchange,exchange-3_cpm_results,6,0,1
3,3,prophet,4,0.0,0.0,0.0,"(0, 1, 0)",0,885.2803529999999,False,realAdExchange,exchange-2_cpc_results,0,1,0
4,4,prophet,5,0.0,0.0,0.0,"(0, 2, 0)",0,1186.3763119999999,False,realAdExchange,exchange-2_cpm_results,0,2,0
0,0,prophet,1,0.9999999999423076,0.9999999999923076,0.9999999999923076,"(0, 0, 13)",0,20.195114999999998,False,YAHOOA3,A3Benchmark-TS98,0,0,13
1,1,prophet,2,0.99999999994,0.99999999999,0.99999999999,"(0, 0, 10)",0,28.764046,False,YAHOOA3,A3Benchmark-TS100,0,0,10
2,2,prophet,3,0.99999999994,0.99999999999,0.99999999999,"(0, 0, 10)",0,16.713847,False,YAHOOA3,A3Benchmark-TS9,0,0,10
3,3,prophet,4,0.9999999999388888,0.9999999999888888,0.9999999999888888,"(0, 0, 9)",0,16.864746,False,YAHOOA3,A3Benchmark-TS57,0,0,9
4,4,prophet,5,0.9999999999375001,0.9999999999875,0.9999999999875,"(0, 0, 8)",0,28.551493,False,YAHOOA3,A3Benchmark-TS30,0,0,8
5,5,prophet,6,0.9999999999375001,0.9999999999875,0.9999999999875,"(0, 0, 8)",0,19.777487,False,YAHOOA3,A3Benchmark-TS92,0,0,8
6,6,prophet,7,0.9999999999333332,0.9999999999833332,0.9999999999833332,"(0, 0, 6)",0,19.381751,False,YAHOOA3,A3Benchmark-TS3,0,0,6
7,7,prophet,8,0.9999999999333332,0.9999999999833332,0.9999999999833332,"(0, 0, 6)",0,22.792827,False,YAHOOA3,A3Benchmark-TS52,0,0,6
8,8,prophet,9,0.9999999999299999,0.99999999998,0.99999999998,"(0, 0, 5)",0,22.80718,False,YAHOOA3,A3Benchmark-TS91,0,0,5
9,9,prophet,10,0.9999999999299999,0.99999999998,0.99999999998,"(0, 0, 5)",0,19.523408,False,YAHOOA3,A3Benchmark-TS76,0,0,5
10,10,prophet,11,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,19.19057,False,YAHOOA3,A3Benchmark-TS56,0,0,1
11,11,prophet,12,0.9599999999424,0.9230769230698224,0.9999999999916668,"(0, 1, 12)",0,17.236056,False,YAHOOA3,A3Benchmark-TS61,0,1,12
12,12,prophet,13,0.9333333332711112,0.8749999999890625,0.9999999999857144,"(0, 1, 7)",0,19.158248999999998,False,YAHOOA3,A3Benchmark-TS72,0,1,7
13,13,prophet,14,0.8888888888296296,0.799999999992,0.9999999999875,"(0, 2, 8)",0,21.649551000000002,False,YAHOOA3,A3Benchmark-TS19,0,2,8
14,14,prophet,15,0.8571428570857144,0.74999999999375,0.9999999999888888,"(0, 3, 9)",0,23.592894,False,YAHOOA3,A3Benchmark-TS20,0,3,9
15,15,prophet,16,0.8571428570857144,0.74999999999375,0.9999999999888888,"(0, 3, 9)",0,22.415213,False,YAHOOA3,A3Benchmark-TS62,0,3,9
16,16,prophet,17,0.8571428570693876,0.9999999999666668,0.74999999998125,"(1, 0, 3)",0,29.920824,False,YAHOOA3,A3Benchmark-TS35,1,0,3
17,17,prophet,18,0.8181818181260331,0.6923076923023669,0.9999999999888888,"(0, 4, 9)",0,23.5625,False,YAHOOA3,A3Benchmark-TS89,0,4,9
18,18,prophet,19,0.6666666666166666,0.4999999999968751,0.9999999999875,"(0, 8, 8)",0,19.958623,False,YAHOOA3,A3Benchmark-TS44,0,8,8
19,19,prophet,20,0.6666666666148148,0.4999999999958333,0.9999999999833332,"(0, 6, 6)",0,17.591675,False,YAHOOA3,A3Benchmark-TS55,0,6,6
20,20,prophet,21,0.6315789473185596,0.4615384615349112,0.9999999999833332,"(0, 7, 6)",0,19.237802,False,YAHOOA3,A3Benchmark-TS48,0,7,6
21,21,prophet,22,0.599999999952,0.4285714285683673,0.9999999999833332,"(0, 8, 6)",0,18.277434,False,YAHOOA3,A3Benchmark-TS32,0,8,6
22,22,prophet,23,0.5714285713823128,0.3999999999973333,0.9999999999833332,"(0, 9, 6)",0,17.487484,False,YAHOOA3,A3Benchmark-TS43,0,9,6
23,23,prophet,24,0.49999999995624994,0.33333333333055554,0.999999999975,"(0, 8, 4)",0,27.211263,False,YAHOOA3,A3Benchmark-TS18,0,8,4
24,24,prophet,25,0.4999999999541666,0.3333333333296296,0.9999999999666668,"(0, 6, 3)",0,15.902257999999998,False,YAHOOA3,A3Benchmark-TS10,0,6,3
25,25,prophet,26,0.461538461495858,0.299999999997,0.9999999999666668,"(0, 7, 3)",0,16.599167,False,YAHOOA3,A3Benchmark-TS90,0,7,3
26,26,prophet,27,0.399999999964,0.24999999999843756,0.999999999975,"(0, 12, 4)",0,17.587048,False,YAHOOA3,A3Benchmark-TS77,0,12,4
27,27,prophet,28,0.30769230766153843,0.18181818181652887,0.99999999995,"(0, 9, 2)",0,21.165223,False,YAHOOA3,A3Benchmark-TS59,0,9,2
28,28,prophet,29,0.249999999975,0.14285714285612244,0.99999999995,"(0, 12, 2)",0,19.521139,False,YAHOOA3,A3Benchmark-TS75,0,12,2
29,29,prophet,30,0.0,0.0,0.0,"(0, 7, 0)",0,14.418784,False,YAHOOA3,A3Benchmark-TS69,0,7,0
30,30,prophet,31,0.0,0.0,0.0,"(0, 7, 0)",0,15.496394,False,YAHOOA3,A3Benchmark-TS82,0,7,0
31,31,prophet,32,0.0,0.0,0.0,"(0, 3, 0)",0,14.704551,False,YAHOOA3,A3Benchmark-TS94,0,3,0
32,32,prophet,33,0.0,0.0,0.0,"(0, 14, 0)",0,13.972732999999998,False,YAHOOA3,A3Benchmark-TS41,0,14,0
33,33,prophet,34,0.0,0.0,0.0,"(0, 13, 0)",0,12.434558,False,YAHOOA3,A3Benchmark-TS80,0,13,0
34,34,prophet,35,0.0,0.0,0.0,"(0, 12, 0)",0,16.750743,False,YAHOOA3,A3Benchmark-TS81,0,12,0
35,35,prophet,36,0.0,0.0,0.0,"(0, 16, 0)",0,16.032463,False,YAHOOA3,A3Benchmark-TS95,0,16,0
36,36,prophet,37,0.0,0.0,0.0,"(0, 16, 0)",0,14.011754000000002,False,YAHOOA3,A3Benchmark-TS42,0,16,0
37,37,prophet,38,0.0,0.0,0.0,"(0, 13, 0)",0,15.686303,False,YAHOOA3,A3Benchmark-TS12,0,13,0
38,38,prophet,39,0.0,0.0,0.0,"(0, 5, 0)",0,15.102870999999999,False,YAHOOA3,A3Benchmark-TS96,0,5,0
39,39,prophet,40,0.0,0.0,0.0,"(0, 8, 0)",0,33.681441,False,YAHOOA3,A3Benchmark-TS24,0,8,0
40,40,prophet,41,0.0,0.0,0.0,"(0, 10, 0)",0,30.220648999999998,False,YAHOOA3,A3Benchmark-TS37,0,10,0
41,41,prophet,42,0.0,0.0,0.0,"(0, 4, 0)",0,20.506814000000002,False,YAHOOA3,A3Benchmark-TS36,0,4,0
42,42,prophet,43,0.0,0.0,0.0,"(0, 4, 0)",0,16.706822,False,YAHOOA3,A3Benchmark-TS22,0,4,0
43,43,prophet,44,0.0,0.0,0.0,"(0, 1, 0)",0,14.57957,False,YAHOOA3,A3Benchmark-TS34,0,1,0
44,44,prophet,45,0.0,0.0,0.0,"(0, 12, 0)",0,22.5128,False,YAHOOA3,A3Benchmark-TS21,0,12,0
45,45,prophet,46,0.0,0.0,0.0,"(0, 7, 0)",0,20.157282000000002,False,YAHOOA3,A3Benchmark-TS31,0,7,0
46,46,prophet,47,0.0,0.0,0.0,"(0, 2, 0)",0,15.643569,False,YAHOOA3,A3Benchmark-TS25,0,2,0
47,47,prophet,48,0.0,0.0,0.0,"(0, 11, 0)",0,15.425564999999999,False,YAHOOA3,A3Benchmark-TS26,0,11,0
48,48,prophet,49,0.0,0.0,0.0,"(0, 10, 0)",0,15.409175,False,YAHOOA3,A3Benchmark-TS97,0,10,0
49,49,prophet,50,0.0,0.0,0.0,"(0, 8, 0)",0,21.296332,False,YAHOOA3,A3Benchmark-TS33,0,8,0
50,50,prophet,51,0.0,0.0,0.0,"(0, 9, 0)",0,37.401163000000004,False,YAHOOA3,A3Benchmark-TS27,0,9,0
51,51,prophet,52,0.0,0.0,0.0,"(0, 16, 0)",0,20.747007999999997,False,YAHOOA3,A3Benchmark-TS68,0,16,0
52,52,prophet,53,0.0,0.0,0.0,"(0, 9, 0)",0,16.143079999999998,False,YAHOOA3,A3Benchmark-TS40,0,9,0
53,53,prophet,54,0.0,0.0,0.0,"(0, 15, 0)",0,19.037626,False,YAHOOA3,A3Benchmark-TS54,0,15,0
54,54,prophet,55,0.0,0.0,0.0,"(0, 4, 0)",0,15.168516,False,YAHOOA3,A3Benchmark-TS8,0,4,0
55,55,prophet,56,0.0,0.0,0.0,"(0, 12, 0)",0,16.028574,False,YAHOOA3,A3Benchmark-TS83,0,12,0
56,56,prophet,57,0.0,0.0,0.0,"(0, 3, 0)",0,23.026119,False,YAHOOA3,A3Benchmark-TS46,0,3,0
57,57,prophet,58,0.0,0.0,0.0,"(0, 5, 0)",0,16.166615,False,YAHOOA3,A3Benchmark-TS79,0,5,0
58,58,prophet,59,0.0,0.0,0.0,"(0, 8, 0)",0,22.148652,False,YAHOOA3,A3Benchmark-TS85,0,8,0
59,59,prophet,60,0.0,0.0,0.0,"(0, 7, 0)",0,14.737573000000001,False,YAHOOA3,A3Benchmark-TS65,0,7,0
60,60,prophet,61,0.0,0.0,0.0,"(0, 6, 0)",0,14.990062,False,YAHOOA3,A3Benchmark-TS6,0,6,0
61,61,prophet,62,0.0,0.0,0.0,"(0, 1, 0)",0,15.073445000000001,False,YAHOOA3,A3Benchmark-TS66,0,1,0
62,62,prophet,63,0.0,0.0,0.0,"(0, 8, 0)",0,16.593672,False,YAHOOA3,A3Benchmark-TS64,0,8,0
63,63,prophet,64,0.0,0.0,0.0,"(0, 9, 0)",0,15.916402,False,YAHOOA3,A3Benchmark-TS70,0,9,0
64,64,prophet,65,0.0,0.0,0.0,"(0, 3, 0)",0,17.020503,False,YAHOOA3,A3Benchmark-TS58,0,3,0
65,65,prophet,66,0.0,0.0,0.0,"(0, 6, 0)",0,14.346006,False,YAHOOA3,A3Benchmark-TS4,0,6,0
66,66,prophet,67,0.0,0.0,0.0,"(0, 2, 0)",0,12.258824,False,YAHOOA3,A3Benchmark-TS5,0,2,0
67,67,prophet,68,0.0,0.0,0.0,"(0, 16, 0)",0,9.521521,False,YAHOOA3,A3Benchmark-TS71,0,16,0
68,68,prophet,69,0.0,0.0,0.0,"(0, 9, 0)",0,9.59792,False,YAHOOA3,A3Benchmark-TS16,0,9,0
69,69,prophet,70,0.0,0.0,0.0,"(0, 5, 0)",0,17.114773,False,YAHOOA3,A3Benchmark-TS84,0,5,0
70,70,prophet,71,0.0,0.0,0.0,"(0, 1, 0)",0,9.506223,False,YAHOOA3,A3Benchmark-TS17,0,1,0
71,71,prophet,72,0.0,0.0,0.0,"(0, 4, 0)",0,10.732702,False,YAHOOA3,A3Benchmark-TS29,0,4,0
72,72,prophet,73,0.0,0.0,0.0,"(0, 6, 0)",0,16.407601,False,YAHOOA3,A3Benchmark-TS15,0,6,0
73,73,prophet,74,0.0,0.0,0.0,"(0, 15, 0)",0,12.135748,False,YAHOOA3,A3Benchmark-TS14,0,15,0
74,74,prophet,75,0.0,0.0,0.0,"(0, 2, 0)",0,11.256517,False,YAHOOA3,A3Benchmark-TS28,0,2,0
75,75,prophet,76,0.0,0.0,0.0,"(0, 3, 0)",0,12.137917999999999,False,YAHOOA3,A3Benchmark-TS38,0,3,0
76,76,prophet,77,0.0,0.0,0.0,"(0, 12, 0)",0,16.451841,False,YAHOOA3,A3Benchmark-TS39,0,12,0
77,77,prophet,78,0.0,0.0,0.0,"(0, 7, 0)",0,11.043644,False,YAHOOA3,A3Benchmark-TS11,0,7,0
78,78,prophet,79,0.0,0.0,0.0,"(0, 11, 0)",0,14.731482999999999,False,YAHOOA3,A3Benchmark-TS99,0,11,0
79,79,prophet,80,0.0,0.0,0.0,"(0, 5, 0)",0,15.902673000000002,False,YAHOOA3,A3Benchmark-TS7,0,5,0
80,80,prophet,81,0.0,0.0,0.0,"(0, 16, 0)",0,19.593238,False,YAHOOA3,A3Benchmark-TS67,0,16,0
81,81,prophet,82,0.0,0.0,0.0,"(0, 15, 0)",0,18.070689,False,YAHOOA3,A3Benchmark-TS73,0,15,0
82,82,prophet,83,0.0,0.0,0.0,"(0, 15, 0)",0,19.075968,False,YAHOOA3,A3Benchmark-TS47,0,15,0
83,83,prophet,84,0.0,0.0,0.0,"(0, 15, 0)",0,19.251854,False,YAHOOA3,A3Benchmark-TS53,0,15,0
84,84,prophet,85,0.0,0.0,0.0,"(0, 5, 0)",0,19.257576999999998,False,YAHOOA3,A3Benchmark-TS45,0,5,0
85,85,prophet,86,0.0,0.0,0.0,"(0, 13, 0)",0,17.15128,False,YAHOOA3,A3Benchmark-TS51,0,13,0
86,86,prophet,87,0.0,0.0,0.0,"(0, 9, 0)",0,9.344923,False,YAHOOA3,A3Benchmark-TS13,0,9,0
87,87,prophet,88,0.0,0.0,0.0,"(0, 13, 0)",0,16.013534,False,YAHOOA3,A3Benchmark-TS86,0,13,0
88,88,prophet,89,0.0,0.0,0.0,"(0, 15, 0)",0,15.452865,False,YAHOOA3,A3Benchmark-TS93,0,15,0
89,89,prophet,90,0.0,0.0,0.0,"(0, 7, 0)",0,17.455703,False,YAHOOA3,A3Benchmark-TS87,0,7,0
90,90,prophet,91,0.0,0.0,0.0,"(0, 15, 0)",0,14.484041,False,YAHOOA3,A3Benchmark-TS78,0,15,0
91,91,prophet,92,0.0,0.0,0.0,"(0, 7, 0)",0,16.476676,False,YAHOOA3,A3Benchmark-TS50,0,7,0
92,92,prophet,93,0.0,0.0,0.0,"(0, 16, 0)",0,13.845856,False,YAHOOA3,A3Benchmark-TS49,0,16,0
93,93,prophet,94,0.0,0.0,0.0,"(0, 11, 0)",0,18.882627,False,YAHOOA3,A3Benchmark-TS1,0,11,0
94,94,prophet,95,0.0,0.0,0.0,"(0, 6, 0)",0,16.21636,False,YAHOOA3,A3Benchmark-TS74,0,6,0
95,95,prophet,96,0.0,0.0,0.0,"(0, 12, 0)",0,15.191761999999999,False,YAHOOA3,A3Benchmark-TS60,0,12,0
96,96,prophet,97,0.0,0.0,0.0,"(0, 16, 0)",0,17.17839,False,YAHOOA3,A3Benchmark-TS2,0,16,0
97,97,prophet,98,0.0,0.0,0.0,"(0, 12, 0)",0,16.500528,False,YAHOOA3,A3Benchmark-TS88,0,12,0
98,98,prophet,99,0.0,0.0,0.0,"(0, 10, 0)",0,15.222461,False,YAHOOA3,A3Benchmark-TS63,0,10,0
99,99,prophet,100,0.0,0.0,0.0,"(0, 15, 0)",0,19.272070000000003,False,YAHOOA3,A3Benchmark-TS23,0,15,0
0,0,prophet,1,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,241.45246400000002,False,artificialWithAnomaly,art_daily_jumpsup,0,0,1
1,1,prophet,2,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,233.326494,False,artificialWithAnomaly,art_load_balancer_spikes,0,0,1
2,2,prophet,3,0.6666666665777777,0.9999999999,0.499999999975,"(1, 0, 1)",0,222.53591699999998,False,artificialWithAnomaly,art_increase_spike_density,1,0,1
3,3,prophet,4,0.0,0.0,0.0,"(0, 1, 0)",0,208.506992,False,artificialWithAnomaly,art_daily_flatmiddle,0,1,0
4,4,prophet,5,0.0,0.0,0.0,"(0, 1, 0)",0,214.13450899999998,False,artificialWithAnomaly,art_daily_jumpsdown,0,1,0
5,5,prophet,6,0.0,0.0,0.0,"(0, 1, 0)",0,235.508139,False,artificialWithAnomaly,art_daily_nojump,0,1,0
0,0,prophet,1,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,210.541381,False,realTraffic,occupancy_t4013,0,0,2
1,1,prophet,2,0.9999999999,0.99999999995,0.99999999995,"(0, 0, 2)",0,211.801019,False,realTraffic,speed_t4013,0,0,2
2,2,prophet,3,0.6666666666,0.4999999999875,0.99999999995,"(0, 2, 2)",0,123.283786,False,realTraffic,speed_7578,0,2,2
3,3,prophet,4,0.399999999952,0.9999999999,0.24999999999375,"(3, 0, 1)",0,234.601979,False,realTraffic,speed_6005,3,0,1
4,4,prophet,5,0.3333333332944444,0.9999999999,0.19999999999600002,"(4, 0, 1)",0,643.494231,False,realTraffic,TravelTime_451,4,0,1
5,5,prophet,6,0.2857142856571428,0.3333333333222222,0.24999999999375,"(3, 2, 1)",0,876.056267,False,realTraffic,TravelTime_387,3,2,1
6,6,prophet,7,0.0,0.0,0.0,"(1, 1, 0)",0,213.27559100000002,False,realTraffic,occupancy_6005,1,1,0
0,0,prophet,1,0.999999999940909,0.999999999990909,0.999999999990909,"(0, 0, 11)",0,31.04327,False,YAHOOA4,A4Benchmark-TS52,0,0,11
1,1,prophet,2,0.9999999999375001,0.9999999999875,0.9999999999875,"(0, 0, 8)",0,16.628901000000003,False,YAHOOA4,A4Benchmark-TS34,0,0,8
2,2,prophet,3,0.9999999999357144,0.9999999999857144,0.9999999999857144,"(0, 0, 7)",0,21.586292,False,YAHOOA4,A4Benchmark-TS63,0,0,7
3,3,prophet,4,0.99999999985,0.9999999999,0.9999999999,"(0, 0, 1)",0,24.561569,False,YAHOOA4,A4Benchmark-TS87,0,0,1
4,4,prophet,5,0.8799999999436801,0.7857142857086735,0.999999999990909,"(0, 3, 11)",0,21.109001,False,YAHOOA4,A4Benchmark-TS29,0,3,11
5,5,prophet,6,0.8333333332777778,0.7142857142806123,0.99999999999,"(0, 4, 10)",0,16.962129,False,YAHOOA4,A4Benchmark-TS82,0,4,10
6,6,prophet,7,0.7999999999413333,0.6666666666592592,0.9999999999833332,"(0, 3, 6)",0,30.442315,False,YAHOOA4,A4Benchmark-TS46,0,3,6
7,7,prophet,8,0.7499999999468749,0.599999999996,0.9999999999888888,"(0, 6, 9)",0,23.040146,False,YAHOOA4,A4Benchmark-TS92,0,6,9
8,8,prophet,9,0.6666666666111112,0.49999999999375,0.999999999975,"(0, 4, 4)",0,20.501893,False,YAHOOA4,A4Benchmark-TS6,0,4,4
9,9,prophet,10,0.6153846153325444,0.44444444443950615,0.999999999975,"(0, 5, 4)",0,14.832107999999998,False,YAHOOA4,A4Benchmark-TS81,0,5,4
10,10,prophet,11,0.399999999964,0.24999999999843756,0.999999999975,"(0, 12, 4)",0,14.986678,False,YAHOOA4,A4Benchmark-TS56,0,12,4
11,11,prophet,12,0.3333333332944444,0.19999999999600002,0.9999999999,"(0, 4, 1)",0,13.084076,False,YAHOOA4,A4Benchmark-TS95,0,4,1
12,12,prophet,13,0.3333333332944444,0.19999999999600002,0.9999999999,"(0, 4, 1)",0,21.882556,False,YAHOOA4,A4Benchmark-TS64,0,4,1
13,13,prophet,14,0.0,0.0,0.0,"(0, 4, 0)",0,14.587914999999999,False,YAHOOA4,A4Benchmark-TS23,0,4,0
14,14,prophet,15,0.0,0.0,0.0,"(0, 3, 0)",0,14.535360999999998,False,YAHOOA4,A4Benchmark-TS37,0,3,0
15,15,prophet,16,0.0,0.0,0.0,"(0, 12, 0)",0,17.863837,False,YAHOOA4,A4Benchmark-TS91,0,12,0
16,16,prophet,17,0.0,0.0,0.0,"(0, 16, 0)",0,22.652103,False,YAHOOA4,A4Benchmark-TS85,0,16,0
17,17,prophet,18,0.0,0.0,0.0,"(0, 15, 0)",0,14.124424,False,YAHOOA4,A4Benchmark-TS36,0,15,0
18,18,prophet,19,0.0,0.0,0.0,"(0, 1, 0)",0,24.983055,False,YAHOOA4,A4Benchmark-TS47,0,1,0
19,19,prophet,20,0.0,0.0,0.0,"(0, 2, 0)",0,17.543677,False,YAHOOA4,A4Benchmark-TS53,0,2,0
20,20,prophet,21,0.0,0.0,0.0,"(0, 12, 0)",0,19.361234,False,YAHOOA4,A4Benchmark-TS90,0,12,0
21,21,prophet,22,0.0,0.0,0.0,"(0, 3, 0)",0,14.285460999999998,False,YAHOOA4,A4Benchmark-TS84,0,3,0
